URL,Size,OutLinks,ContentType
https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/05/what-do-we-do-in-the-time-of-trump-the-theater-community-is-trying-to-figure-out-the-answer/?utm_term=.00e234c576da,159694,30,text/html
https://www.washingtonpost.com/entertainment/theater_dance/the-arsonists-at-woolly-dramatizes-the-modern-world-on-fire/2017/09/13/614bca94-9890-11e7-87fc-c3f7ee4035c9_story.html,159012,33,text/html
https://www.washingtonpost.com/news/post-politics/wp/2017/08/08/trump-vows-north-korea-will-be-met-with-fire-and-fury-if-threats-continue/?utm_term=.0209c7efd06c,162149,38,text/html
https://www.washingtonpost.com/politics/trump-defends-organizers-of-white-supremacist-rally-in-charlottesville/2017/08/15/de01ff66-81f9-11e7-902a-2a9f2d808496_story.html?utm_term=.c20398f0b260,188849,38,text/html
https://www.washingtonpost.com/entertainment/theater_dance/after-40-years-howard-shalwitz-to-dismount-from-woolly-mammoth/2017/06/05/91876936-49f6-11e7-a186-60c031eab644_story.html?utm_term=.3020e5ea47cb,165783,37,text/html
https://www.washingtonpost.com/wp-srv/ad/public/brandconnect/modulev3/images/glyphicons_195_circle_info_grey.png,1528,0,image/png
https://www.washingtonpost.com/wp-apps/imrs.php?h=90&src=http%3A%2F%2Fwww.washingtonpost.com%2Fnews%2Fstyle%2Fwp-content%2Fuploads%2Fsites%2F4%2F2014%2F02%2FPressley_Nelson.jpg&w=90,2886,0,image/jpeg
https://www.washingtonpost.com/amphtml/news/post-politics/wp/2017/09/30/on-twitter-trump-attacks-mayor-of-san-juan-for-poor-leadership-amid-deepening-crisis/,43749,40,text/html
https://www.washingtonpost.com/news/post-politics/wp/2017/09/30/on-twitter-trump-attacks-mayor-of-san-juan-for-poor-leadership-amid-deepening-crisis/,160717,38,text/html
https://www.washingtonpost.com/news/post-nation/wp/2017/09/29/san-juan-mayor-slams-trump-administration-comments-on-puerto-rico-hurricane-response/,148608,71,text/html
https://www.washingtonpost.com/politics/lost-weekend-how-trumps-time-at-his-golf-club-hurt-the-response-to-maria/2017/09/29/ce92ed0a-a522-11e7-8c37-e1d99ad6aa22_story.html,203520,39,text/html
https://www.washingtonpost.com/politics/lost-weekend-how-trumps-time-at-his-golf-club-hurt-the-response-to-maria/2017/09/29/ce92ed0a-a522-11e7-8c37-e1d99ad6aa22_story.html?hpid=hp_hp-top-table-main_trumpmaria-835pm%3Ahomepage%2Fstory&utm_term=.39de466431ab,203520,40,text/html
https://www.washingtonpost.com/news/post-politics/wp/2017/09/25/trump-declares-puerto-is-in-deep-trouble-as-questions-mount-about-his-commitment/?utm_term=.bfb18c396566,161757,34,text/html
https://www.washingtonpost.com/lifestyle/style/shakespeare-theatres-old-times-maintains-pinters-exquisite-tension/2011/05/27/AGrTKxCH_story.html,156255,26,text/html
https://www.washingtonpost.com/archive/lifestyle/1991/06/17/fat-men-big-laughs-politely-spoken/47839935-b53d-48bf-b500-3485d788b5c5/?utm_term=.db41172e7960,91484,22,text/html
https://www.washingtonpost.com/amphtml/entertainment/theater_dance/after-40-years-howard-shalwitz-to-dismount-from-woolly-mammoth/2017/06/05/91876936-49f6-11e7-a186-60c031eab644_story.html,50074,41,text/html
https://www.washingtonpost.com/entertainment/theater_dance/in-mr-burns-civilization-may-fade-but-bart-simpson-is-forever/2012/06/04/gJQAEDCOEV_story.html?utm_term=.5e3eb689715f,160127,39,text/html
https://www.washingtonpost.com/entertainment/theater_dance/stupid-f---ing-bird-is-a-rude-fitting-take-on-chekhovs-the-seagull/2013/06/03/01f1f498-cc6f-11e2-8573-3baeea6a2647_story.html?utm_term=.939d115e776b,156785,28,text/html
https://www.washingtonpost.com/archive/lifestyle/2003/12/26/cooking-with-elvis-a-recipe-both-sordid-and-satisfying/c04a1deb-c638-449a-9740-9670df03b823/?utm_term=.89cbb1de030a,94035,23,text/html
https://www.washingtonpost.com/entertainment/theater_dance/after-40-years-howard-shalwitz-to-dismount-from-woolly-mammoth/2017/06/05/91876936-49f6-11e7-a186-60c031eab644_story.html,165783,36,text/html
https://www.washingtonpost.com/people/sean-sullivan/,73455,59,text/html
https://www.washingtonpost.com/people/elise-viebeck/,73351,59,text/html
https://www.washingtonpost.com/news/powerpost/wp/2017/09/29/planned-healthcare-gov-outages-this-fall-are-comparable-to-2016-hhs-says/,157459,27,text/html
https://www.washingtonpost.com/people/david-weigel/,72781,58,text/html
https://www.washingtonpost.com/news/powerpost/wp/category/technology/,114201,76,text/html
https://www.washingtonpost.com/news/powerpost/wp/category/the-health-202/,131419,74,text/html
https://www.washingtonpost.com/news/the-fix/wp/2017/09/30/trump-doesnt-get-it-on-puerto-rico-he-just-proved-it-by-lashing-out-at-san-juans-mayor/?tid=pm_politics_pop,198491,41,text/html
https://www.washingtonpost.com/news/powerpost/wp/category/the-daily-202/,124394,73,text/html
https://www.washingtonpost.com/powerpost/republicans-are-keeping-roy-moore-and-his-controversial-views-at-arms-length/2017/09/29/7dc3a032-a472-11e7-b14f-f41773cd5a14_story.html,163284,34,text/html
https://www.washingtonpost.com/powerpost/mitch-mcconnell-had-a-tough-week-more-struggles--tax-cuts-midterms--are-coming/2017/09/28/c4bc6ab4-a44f-11e7-8cfe-d5b912fabc99_story.html,167808,32,text/html
https://www.washingtonpost.com/people/dino-grandoni/,73972,60,text/html
https://www.washingtonpost.com/news/powerpost/paloma/the-finance-202/2017/09/29/the-finance-202-the-lobbying-war-on-tax-overhaul-has-commenced/59cdb3e530fb0468cea81c98/,202846,87,text/html
https://www.washingtonpost.com/powerpost/with-or-without-trump-gop-insurgency-plans-for-a-civil-war-in-2018-midterms/2017/09/29/11fecb6c-a47a-11e7-ade1-76d061d56efa_story.html,169272,28,text/html
https://www.washingtonpost.com/politics/trump-attacks-mayor-of-san-juan-ratcheting-up-tensions-over-crisis-in-puerto-rico/2017/09/30/c9ce821c-a5fd-11e7-ade1-76d061d56efa_story.html?tid=pm_politics_pop,203704,37,text/html
https://www.washingtonpost.com/people/paige-winfield-cunningham/?utm_term=.39f746f05a3f,74167,60,text/html
https://www.washingtonpost.com/lifestyle/home/when-to-repair-vs-replace-those-pricey-home-appliances/2017/05/26/9fa61cd0-3cc0-11e7-9e48-c4f199710b69_story.html?utm_term=.614792a6193c,157940,38,text/html
https://www.washingtonpost.com/amphtml/lifestyle/home/winning-contests-and-sweepstakes-isnt-just-luck-ask-the-sweepers/2017/09/06/11dab032-82c5-11e7-902a-2a9f2d808496_story.html,48478,53,text/html
https://www.washingtonpost.com/news/worldviews/wp/2016/04/15/the-czech-republic-is-getting-a-new-name-czechia/?utm_term=.8a44d810cc87,156607,39,text/html
https://www.washingtonpost.com/news/worldviews/wp/2017/09/21/independence-movements-in-catalonia-and-iraqi-kurdistan-face-the-point-of-no-return/?utm_term=.78c9e695395f,162874,50,text/html
https://www.washingtonpost.com/news/worldviews/wp/2017/09/21/how-namibia-responded-to-trump-inventing-a-country-called-nambia/?utm_term=.dd730879636e,159083,49,text/html
https://www.washingtonpost.com/amphtml/news/worldviews/wp/2017/09/29/9-new-countries-were-founded-in-the-past-25-years-what-could-they-teach-catalonia/,47282,47,text/html
https://www.washingtonpost.com/people/adam-taylor/,72970,62,text/html
https://www.washingtonpost.com/news/worldviews/wp/2017/01/22/liberland-a-self-proclaimed-country-in-eastern-europe-hopes-for-recognition-from-president-trump/?utm_term=.b6f814756356,158542,30,text/html
https://www.washingtonpost.com/sports/redskins/from-freddie-gray-through-ray-lewis-baltimore-at-the-center-of-nfl-anthem-debate/2017/09/29/f0968a00-a51e-11e7-ade1-76d061d56efa_story.html,176378,34,text/html
https://www.washingtonpost.com/amphtml/sports/redskins/from-freddie-gray-through-ray-lewis-baltimore-at-the-center-of-nfl-anthem-debate/2017/09/29/f0968a00-a51e-11e7-ade1-76d061d56efa_story.html,57435,43,text/html
https://www.washingtonpost.com/news/sports/wp/2017/09/27/that-was-terrible-stephen-curry-didnt-care-for-this-weeks-sports-illustrated-cover/,166972,45,text/html
https://www.washingtonpost.com/news/early-lead/wp/2017/09/27/espns-jemele-hill-says-tweets-about-trump-were-to-her-about-right-and-wrong/,163843,37,text/html
https://www.washingtonpost.com/people/dave-sheinin/,73326,59,text/html
https://www.washingtonpost.com/news/wonk/wp/2017/09/27/the-gop-tax-plan-explained-in-simplest-possible-terms/?utm_term=.fdb32ef563bb,157166,29,text/html
https://www.washingtonpost.com/people/damian-paletta/?utm_term=.4ddb79517d5b,72225,58,text/html
https://www.washingtonpost.com/business/economy/it-was-candidate-trumps-best-trick-now-its-stalling-president-trumps-agenda/2017/09/28/fc70fe6e-a3a2-11e7-8cfe-d5b912fabc99_story.html,160944,26,text/html
https://www.washingtonpost.com/amphtml/business/economy/it-was-candidate-trumps-best-trick-now-its-stalling-president-trumps-agenda/2017/09/28/fc70fe6e-a3a2-11e7-8cfe-d5b912fabc99_story.html,52420,37,text/html
https://www.washingtonpost.com/amphtml/news/early-lead/wp/2017/09/29/nfl-players-protests-trumps-response-both-receive-low-marks-in-new-poll/,43327,41,text/html
https://www.washingtonpost.com/news/early-lead/wp/2017/09/25/cowboys-players-take-a-knee-with-owner-jerry-jones-before-standing-for-anthem/?utm_term=.db4696230f9e,177721,62,text/html
https://www.washingtonpost.com/news/early-lead/wp/2017/09/27/ray-lewis-said-he-was-praying-not-protesting-as-he-knelt-for-anthem/,162987,41,text/html
https://www.washingtonpost.com/people/matt-bonesteel/,72821,59,text/html
https://www.washingtonpost.com/news/worldviews/wp/2017/09/29/9-new-countries-were-founded-in-the-past-25-years-what-could-they-teach-catalonia/?tid=a_inl-amp,158995,38,text/html
https://www.washingtonpost.com/news/worldviews/wp/2017/09/29/catalan-farmers-drive-hundreds-of-tractors-through-barcelona-in-support-of-independence-vote/?tid=a_inl-amp,154980,30,text/html
https://www.washingtonpost.com/news/worldviews/wp/2017/09/30/catalonia-independence-referendum-spain/?tid=a_inl-amp,163901,39,text/html
https://www.washingtonpost.com/world/europe/in-catalonias-wild-card-bid-to-secede-from-spain-youth-want-a-big-voice/2017/09/29/e5f0c8ac-a2d7-11e7-b573-8ec86cdfe1ed_story.html?tid=a_inl-amp,161776,34,text/html
https://www.washingtonpost.com/news/worldviews/wp/2017/09/28/the-looming-showdown-between-catalonia-and-spain/?tid=a_inl-amp,161413,43,text/html
https://www.washingtonpost.com/lifestyle/home/want-to-ditch-your-commute-finding-a-work-at-home-job-is-easier-than-ever/2017/06/26/9337c146-5134-11e7-b064-828ba60fbb98_story.html?utm_term=.269d003f8c8f,157148,45,text/html
https://www.washingtonpost.com/lifestyle/parents-do-you-have-the-best-529-college-savings-plan-yes-you-can-choose/2017/06/16/40bf9a4c-5080-11e7-91eb-9611861a988f_story.html?utm_term=.c31927da8712,161561,42,text/html
https://www.washingtonpost.com/amphtml/lifestyle/on-parenting/16-ways-to-save-money-on-kids-activities/2017/08/28/70217488-73bf-11e7-8f39-eeb7d3a2d304_story.html,48773,52,text/html
